Timestamp,"Research Participation Consent
I have read the information provided above and voluntarily agree to participate in this research study. I understand that my responses will be anonymous and used only for academic and research purposes.",How old are you? ,What is your gender? ,  Which university are you currently studying in?  ,   What program are you currently enrolled in?  ,  Which year are you currently studying in?  ,  Current GPA/CGPA  ,"On average, how many hours do you study per day (outside class)?",What is your approximate class attendance?,"How often do you feel overwhelmed by assignments, projects, and deadlines? ","How many major exams, tests, or assessments have you completed during the current semester or year? ",How many hours of sleep do you get per night? ,"On average, how much time do you spend on social media each day?",How often do you engage in physical activity or exercise?,  Part-time Job  ,"On average, what is your total daily screen time (including study and entertainment)?",How often do financial concerns related to your education cause you stress?,"When you feel stressed, how often do you have someone you trust to talk to? ","During the last month, how often have you felt nervous or stressed because of your studies?","During the last month, how often have you felt that your academic responsibilities were becoming difficult to manage?  ","During the last month, how often have you worried about your academic performance or grades?  ","During the last month, how often have you felt confident in your ability to handle academic challenges?  ","During the last month, how often have you felt that things were going well in your academic life?  ","During the last month, how often have you felt overwhelmed by the amount of work you needed to complete?","During the last month, how often have you been able to stay calm when facing academic pressure?  ","During the last month, how often have you felt in control of your studies and responsibilities?  ","During the last month, how often have you felt frustrated because of situations beyond your control?  ","During the last month, how often have you felt that your academic problems were piling up faster than you could handle them?  ","Overall, how satisfied are you with your academic life at the moment?","In your opinion, what is the biggest source of academic stress in your life, and why? ",Have you ever thought about taking a break from your studies because of academic pressure?  ,How often do concerns about your future career or employment cause you stress?,How satisfied are you with your current academic performance?,Data_Source
9/2/2026 0:17:32,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BDS,5th Year,3.0–3.49,3–4,81–90%,2,3-4,More than 8,3–4 hours,1–2 days/week,No,3–5 hours,3,5,1,1,2,3,4,1,4,4,1,3,4,Job market is competitive and many seniors are still unemployed,Rarely,3,4,Synthetic
9/2/2026 0:31:45,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,1–2,81–90%,2,More than 6,5–6,1–2 hours,1–2 days/week,Yes,6–8 hours,4,1,2,3,4,3,4,3,3,4,5,3,2,Board exams,Often,4,3,Synthetic
9/2/2026 3:42:17,"Yes, I agree to participate.",23-25,Prefer not to say,Other,BDS,3rd Year,3.5–4.0,5–6,Above 90%,3,5-6,5–6,3–4 hours,Never,No,More than 8 hours,2,3,2,3,3,4,4,2,4,2,3,2,4,Frustration ,Sometimes,4,4,Synthetic
9/2/2026 8:25:01,"Yes, I agree to participate.",23-25,Prefer not to say,Pokhara University,MBBS,3rd Year,3.5–4.0,3–4,60–70%,3,1-2,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,4,4,3,5,4,2,2,4,2,2,3,3,2,"TU exam pattern, everything depends on final exam",Very Often,2,3,Synthetic
9/2/2026 10:08:11,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BCA,2nd Year,2.0–2.49,1–2,71–80%,3,3-4,5–6,1–2 hours,3–4 days/week,No,6–8 hours,3,5,5,3,4,2,2,4,2,2,3,4,3,Financial ,Very Often,4,2,Synthetic
9/2/2026 10:55:54,"Yes, I agree to participate.",20-22,Female,Sudurpaschim University,BCA,1st Year,Not Available Yet,1–2,71–80%,3,More than 6,5–6,5–6 hours,Never,Yes,6–8 hours,3,4,1,4,3,3,3,2,3,3,4,3,4,Time management,Sometimes,4,3,Synthetic
9/2/2026 15:23:42,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,2nd Year,2.5–2.99,3–4,Above 90%,3,1-2,Less than 5,1–2 hours,1–2 days/week,No,3–5 hours,3,3,2,4,2,3,4,3,3,3,2,4,3,Too many assignments and lab reports with the same deadline,Sometimes,4,3,Synthetic
9/2/2026 17:49:10,"Yes, I agree to participate.",20-22,Female,Sudurpaschim University,BCA,4th Year,Not Available Yet,Less than 1,81–90%,4,3-4,7–8,3–4 hours,1–2 days/week,Yes,3–5 hours,3,2,4,3,4,2,2,4,4,2,4,3,2,Job market is competitive and many seniors are still unemployed,Sometimes,4,3,Synthetic
9/2/2026 18:23:22,"Yes, I agree to participate.",20-22,Female,Purbanchal University,BE/B.Tech,2nd Year,3.5–4.0,5–6,Above 90%,2,3-4,More than 8,1–2 hours,3–4 days/week,Yes,3–5 hours,4,5,1,1,1,5,5,2,5,5,1,1,4,"TU exam pattern, everything depends on final exam",Rarely,3,5,Synthetic
9/2/2026 18:45:56,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,1–2,60–70%,4,3-4,5–6,1–2 hours,Never,No,6–8 hours,4,3,5,4,5,1,1,4,2,2,4,4,2,Too many assignments and lab reports with the same deadline,Sometimes,4,4,Synthetic
9/2/2026 21:09:25,"Yes, I agree to participate.",23-25,Prefer not to say,Agriculture and Forestry University,Agriculture,3rd Year,3.0–3.49,1–2,71–80%,2,3-4,7–8,3–4 hours,1–2 days/week,Yes,3–5 hours,3,2,2,3,3,4,4,3,4,3,2,4,3,Exam routine keeps changing and results come very late,Rarely,3,3,Synthetic
9/3/2026 1:29:10,"Yes, I agree to participate.",23-25,Female,Pokhara University,MBBS,5th Year,3.0–3.49,3–4,71–80%,3,More than 6,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,1,3,3,3,3,3,3,3,4,3,3,2,Unsure ,Rarely,3,4,Synthetic
9/3/2026 1:33:14,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,MBBS,4th Year,3.5–4.0,More than 6 hours,Above 90%,2,More than 6,5–6,1–2 hours,3–4 days/week,No,6–8 hours,3,2,2,1,2,4,3,3,3,4,1,2,4,Assignments because multiple deadlines occur at the same time,Never,2,5,Synthetic
9/3/2026 2:17:09,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,2nd Year,2.5–2.99,1–2,81–90%,3,1-2,Less than 5,1–2 hours,5–6 days/week,No,3–5 hours,4,5,3,2,2,2,4,2,3,4,3,2,4,Financial ,Sometimes,4,3,Synthetic
9/3/2026 3:15:42,"Yes, I agree to participate.",23-25,Male,Kathmandu University,BDS,3rd Year,3.0–3.49,5–6,71–80%,3,5-6,5–6,3–4 hours,3–4 days/week,No,More than 8 hours,3,2,4,3,4,3,1,5,2,2,3,4,4,"Result delays and session delays in university, internal assessments and assignments piling up together",Often,4,3,Synthetic
9/3/2026 3:47:59,"Yes, I agree to participate.",17-19,Male,Tribhuvan University,BSc CSIT,1st Year,Not Available Yet,Less than 1,60–70%,5,3-4,5–6,3–4 hours,1–2 days/week,No,More than 8 hours,3,3,4,3,3,2,2,4,2,2,4,5,3,Multiple assignments ,Very Often,4,3,Synthetic
9/3/2026 5:20:38,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BDS,2nd Year,2.0–2.49,1–2,60–70%,3,3-4,7–8,1–2 hours,1–2 days/week,No,6–8 hours,3,2,2,3,3,3,3,4,3,4,3,4,3,"TU exam pattern, everything depends on final exam",Never,2,5,Synthetic
9/3/2026 8:14:22,"Yes, I agree to participate.",23-25,Female,Kathmandu University,BE/B.Tech,4th Year,2.5–2.99,Less than 1,71–80%,2,1-2,7–8,3–4 hours,5–6 days/week,No,6–8 hours,3,5,3,3,2,4,3,2,4,4,1,2,4,Exams ,Sometimes,2,4,Synthetic
9/3/2026 9:17:49,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BCA,4th Year,2.0–2.49,3–4,60–70%,4,5-6,5–6,5–6 hours,1–2 days/week,No,More than 8 hours,3,2,5,4,4,1,1,5,1,2,4,5,3,Pressure to go abroad after graduation,Often,4,2,Synthetic
9/3/2026 10:20:19,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc CSIT,3rd Year,3.0–3.49,3–4,60–70%,3,More than 6,Less than 5,1–2 hours,Never,Yes,6–8 hours,4,1,4,3,5,2,3,4,2,2,5,5,3,Job ,Sometimes,4,3,Synthetic
9/3/2026 11:32:40,"Yes, I agree to participate.",20-22,Prefer not to say,Tribhuvan University,BHM,3rd Year,2.5–2.99,Less than 1,60–70%,3,1-2,7–8,1–2 hours,3–4 days/week,Yes,3–5 hours,3,3,2,2,2,4,4,2,4,3,2,2,3,Financial pressure because my family struggles to pay tuition,Never,5,4,Synthetic
9/3/2026 11:57:28,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,5–6,81–90%,3,1-2,7–8,3–4 hours,Never,Yes,3–5 hours,3,3,3,3,3,2,3,4,1,3,4,3,3,Not able to focus because of phone,Often,4,3,Synthetic
9/3/2026 12:07:53,"Yes, I agree to participate.",20-22,Prefer not to say,Purbanchal University,BSc Nursing,3rd Year,2.0–2.49,Less than 1,71–80%,4,3-4,5–6,3–4 hours,Daily,No,More than 8 hours,4,4,2,2,2,3,3,2,3,3,2,2,4,"Future career concerns because I am unsure about job opportunities, assignments because multiple deadlines occur at the same time",Rarely,5,3,Synthetic
9/3/2026 12:55:57,"Yes, I agree to participate.",17-19,Male,Other,MBBS,1st Year,3.5–4.0,More than 6 hours,Above 90%,4,More than 6,5–6,1–2 hours,5–6 days/week,No,6–8 hours,2,1,3,4,4,3,1,4,3,3,4,4,3,Sometimes,Sometimes,3,5,Synthetic
9/3/2026 20:01:42,"Yes, I agree to participate.",23-25,Female,Kathmandu University,BSc Nursing,3rd Year,3.0–3.49,5–6,81–90%,5,More than 6,5–6,3–4 hours,Never,No,More than 8 hours,3,2,5,3,3,3,2,3,2,2,5,5,3,Too many assignments and lab reports with the same deadline,Rarely,4,4,Synthetic
9/3/2026 20:56:31,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BDS,2nd Year,3.0–3.49,5–6,71–80%,3,5-6,5–6,3–4 hours,3–4 days/week,No,More than 8 hours,4,4,5,5,4,2,3,5,2,3,3,4,2,Tuition fees and hostel expenses,Often,4,3,Synthetic
9/4/2026 1:27:06,"Yes, I agree to participate.",20-22,Female,Pokhara University,MBBS,1st Year,Not Available Yet,1–2,71–80%,3,1-2,7–8,3–4 hours,1–2 days/week,Yes,3–5 hours,3,2,4,4,3,1,2,4,3,2,4,3,2,"Deadlines, not able to focus because of phone",Often,3,2,Synthetic
9/4/2026 1:48:49,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,5–6,71–80%,3,5-6,7–8,More than 6 hours,1–2 days/week,Yes,More than 8 hours,3,2,4,4,4,2,3,4,2,3,3,3,3,Internal assessments and assignments piling up together,Very Often,4,4,Synthetic
9/4/2026 2:22:38,"Yes, I agree to participate.",20-22,Male,Pokhara University,BHM,2nd Year,Not Available Yet,3–4,81–90%,2,5-6,7–8,3–4 hours,1–2 days/week,Yes,3–5 hours,1,5,1,1,2,4,5,1,4,5,1,1,4,"Balancing part-time job and classes, I don't get enough time to study",Never,3,4,Synthetic
9/4/2026 3:31:14,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,MBBS,4th Year,3.0–3.49,3–4,71–80%,2,3-4,7–8,1–2 hours,5–6 days/week,No,6–8 hours,2,4,2,2,2,4,5,2,5,5,1,1,4,Family pressure,Sometimes,2,3,Synthetic
9/4/2026 4:54:48,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,MBBS,1st Year,Not Available Yet,3–4,71–80%,2,3-4,Less than 5,Less than 1 hour,1–2 days/week,No,3–5 hours,2,3,2,3,3,2,3,2,3,2,3,2,4,Final year project and internship,Sometimes,2,3,Synthetic
9/4/2026 6:25:00,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,3rd Year,3.5–4.0,5–6,Above 90%,4,3-4,5–6,5–6 hours,Never,Yes,More than 8 hours,4,1,4,3,3,2,2,4,2,1,4,4,3,Working part time and studying at the same time,Sometimes,3,4,Synthetic
9/4/2026 7:02:01,"Yes, I agree to participate.",23-25,Female,Other,BSc Nursing,3rd Year,3.5–4.0,3–4,81–90%,3,3-4,5–6,1–2 hours,3–4 days/week,No,3–5 hours,3,3,4,2,3,4,4,4,4,3,3,4,4,Too many assignments and lab reports with the same deadline,Sometimes,4,5,Synthetic
9/4/2026 9:57:35,"Yes, I agree to participate.",Above 25,Prefer not to say,Agriculture and Forestry University,Agriculture,3rd Year,2.0–2.49,3–4,60–70%,5,5-6,5–6,1–2 hours,Never,Yes,6–8 hours,4,4,4,4,5,1,3,4,2,1,5,4,2,Financial ,Sometimes,4,3,Synthetic
9/4/2026 10:16:18,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BDS,3rd Year,2.5–2.99,3–4,81–90%,4,5-6,Less than 5,3–4 hours,Never,No,More than 8 hours,5,3,5,5,4,2,2,4,1,2,4,4,2,Financial pressure because my family struggles to pay tuition,Often,3,3,Synthetic
9/4/2026 12:14:24,"Yes, I agree to participate.",23-25,Male,Agriculture and Forestry University,Agriculture,4th Year,2.0–2.49,3–4,71–80%,4,3-4,5–6,3–4 hours,1–2 days/week,Yes,3–5 hours,4,2,3,4,4,1,1,4,1,3,4,4,2,Not able to focus because of phone,Sometimes,3,1,Synthetic
9/4/2026 12:15:40,"Yes, I agree to participate.",20-22,Female,Pokhara University,BHM,3rd Year,2.5–2.99,3–4,60–70%,3,More than 6,Less than 5,3–4 hours,Never,No,6–8 hours,4,2,5,4,5,2,3,5,2,3,3,3,1,Board exams,Very Often,5,2,Synthetic
9/4/2026 13:29:53,"Yes, I agree to participate.",17-19,Prefer not to say,Other,MBBS,2nd Year,2.5–2.99,3–4,71–80%,1,More than 6,More than 8,Less than 1 hour,1–2 days/week,No,3–5 hours,2,3,1,1,2,3,5,1,5,5,2,1,5,Lack of practical classes and resources,Never,3,5,Synthetic
9/4/2026 19:04:51,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BCA,4th Year,2.0–2.49,Less than 1,71–80%,3,3-4,5–6,1–2 hours,Never,Yes,6–8 hours,3,3,3,2,3,4,3,4,4,3,3,3,3,Project submission deadlines clashing with exams,Sometimes,4,3,Synthetic
9/4/2026 20:52:49,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,More than 6 hours,Above 90%,2,3-4,5–6,1–2 hours,1–2 days/week,No,6–8 hours,1,3,2,2,2,4,4,3,4,5,2,2,4,"Strict attendance requirement, job market is competitive and many seniors are still unemployed",Sometimes,1,5,Synthetic
9/4/2026 21:33:28,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BCA,1st Year,2.0–2.49,1–2,71–80%,4,1-2,5–6,3–4 hours,1–2 days/week,No,6–8 hours,3,4,2,3,4,2,2,4,1,2,4,4,3,Unfair grading in internal marks,Often,3,2,Synthetic
9/4/2026 23:55:28,"Yes, I agree to participate.",20-22,Male,Kathmandu University,MBBS,4th Year,3.0–3.49,3–4,60–70%,4,3-4,5–6,3–4 hours,5–6 days/week,No,6–8 hours,4,1,4,4,4,3,2,5,1,4,4,4,3,Future ,Sometimes,3,2,Synthetic
9/5/2026 4:01:22,"Yes, I agree to participate.",23-25,Female,Kathmandu University,BDS,4th Year,2.5–2.99,3–4,60–70%,3,1-2,5–6,5–6 hours,1–2 days/week,Yes,6–8 hours,3,4,5,4,4,3,2,2,1,3,3,3,2,Study management,Sometimes,5,2,Synthetic
9/5/2026 4:51:19,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,Law(LLB),3rd Year,2.0–2.49,Less than 1,81–90%,3,5-6,5–6,3–4 hours,3–4 days/week,No,3–5 hours,3,4,3,3,4,3,3,1,4,3,4,3,3,Deadlines,Never,2,4,Synthetic
9/5/2026 5:56:30,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BSc CSIT,3rd Year,Below 2.0,Less than 1,60–70%,3,3-4,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,3,5,3,3,3,3,4,5,3,1,3,2,3,Internal assessments and assignments piling up together,Sometimes,4,2,Synthetic
9/5/2026 7:04:22,"Yes, I agree to participate.",20-22,Female,Purbanchal University,BSc Nursing,3rd Year,3.0–3.49,3–4,60–70%,2,3-4,Less than 5,3–4 hours,1–2 days/week,No,3–5 hours,3,3,3,3,3,3,3,2,2,4,3,3,4,Exams ,Rarely,2,4,Synthetic
9/5/2026 8:10:28,"Yes, I agree to participate.",23-25,Male,Madhyapaschim University,BCA,3rd Year,2.0–2.49,Less than 1,Below 60%,5,3-4,Less than 5,More than 6 hours,Never,Yes,More than 8 hours,2,3,5,5,5,3,1,5,1,1,5,4,1,Paying semester fees while living in Kathmandu is hard,Very Often,4,1,Synthetic
9/5/2026 8:16:51,"Yes, I agree to participate.",20-22,Prefer not to say,Tribhuvan University,Law(LLB),3rd Year,2.0–2.49,1–2,71–80%,5,More than 6,Less than 5,3–4 hours,1–2 days/week,No,3–5 hours,4,2,5,5,4,1,1,4,2,3,5,4,3,"Assignments because multiple deadlines occur at the same time, career, jobs are very limited in nepal",Often,5,1,Synthetic
9/5/2026 9:24:34,"Yes, I agree to participate.",20-22,Male,Rajarshi Janak University,Agriculture,2nd Year,3.0–3.49,3–4,60–70%,3,5-6,5–6,Less than 1 hour,1–2 days/week,Yes,3–5 hours,4,3,2,4,4,2,4,3,3,3,3,3,3,Assignments because multiple deadlines occur at the same time,Rarely,3,4,Synthetic
9/5/2026 10:09:51,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BHM,4th Year,3.5–4.0,Less than 1,60–70%,3,1-2,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,1,3,1,2,1,5,3,2,5,4,1,1,4,Future career concerns because I am unsure about job opportunities,Rarely,2,5,Synthetic
9/5/2026 13:05:16,"Yes, I agree to participate.",23-25,Female,Kathmandu University,BSc Nursing,4th Year,3.0–3.49,Less than 1,60–70%,3,More than 6,7–8,Less than 1 hour,1–2 days/week,No,Less than 3 hours,4,4,3,2,2,3,2,4,3,3,3,3,4,Stress,Never,4,4,Synthetic
9/5/2026 15:06:03,"Yes, I agree to participate.",23-25,Male,Purbanchal University,Law(LLB),4th Year,3.5–4.0,5–6,81–90%,3,5-6,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,2,3,4,2,3,4,3,3,3,4,2,3,3,Job market is competitive and many seniors are still unemployed,Rarely,4,4,Synthetic
9/5/2026 16:13:17,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BBS,1st Year,2.0–2.49,Less than 1,81–90%,3,5-6,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,5,1,4,2,3,3,3,2,3,3,3,4,3,Financial pressure ,Sometimes,4,1,Synthetic
9/5/2026 21:32:29,"Yes, I agree to participate.",17-19,Male,Tribhuvan University,BHM,1st Year,Not Available Yet,5–6,60–70%,4,More than 6,Less than 5,5–6 hours,Never,Yes,More than 8 hours,5,1,5,4,3,1,1,5,1,1,5,4,2,Project submission deadlines clashing with exams,Often,5,2,Synthetic
9/5/2026 22:27:51,"Yes, I agree to participate.",23-25,Male,Purbanchal University,BCA,3rd Year,3.0–3.49,1–2,71–80%,1,1-2,7–8,1–2 hours,Never,Yes,Less than 3 hours,3,4,2,2,1,5,4,2,5,5,1,1,5,Future career,Never,1,3,Synthetic
9/5/2026 23:58:50,"Yes, I agree to participate.",17-19,Male,Tribhuvan University,BSc CSIT,1st Year,Not Available Yet,3–4,71–80%,3,3-4,More than 8,3–4 hours,1–2 days/week,Yes,6–8 hours,4,3,3,3,3,3,4,2,3,5,2,2,3,Working part time and studying at the same time,Rarely,3,2,Synthetic
9/6/2026 2:48:05,"Yes, I agree to participate.",Above 25,Female,Other,MBBS,4th Year,3.5–4.0,5–6,71–80%,3,5-6,7–8,1–2 hours,1–2 days/week,No,3–5 hours,3,1,2,1,2,2,3,2,4,4,2,3,4,Family expectations to get good grades,Sometimes,4,3,Synthetic
9/6/2026 3:04:44,"Yes, I agree to participate.",23-25,Female,Kathmandu University,MBBS,5th Year,3.5–4.0,More than 6 hours,Above 90%,3,1-2,Less than 5,5–6 hours,5–6 days/week,Yes,More than 8 hours,3,5,2,3,4,3,3,2,3,3,4,2,3,Pressure to become a doctor/engineer like my family expects,Sometimes,3,3,Synthetic
9/6/2026 3:33:37,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BE/B.Tech,2nd Year,2.5–2.99,1–2,81–90%,2,3-4,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,5,4,2,2,2,4,3,2,3,5,3,2,5,Result delays and session delays in university,Sometimes,3,3,Synthetic
9/6/2026 4:04:17,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,Not Available Yet,5–6,81–90%,5,More than 6,Less than 5,3–4 hours,Never,Yes,6–8 hours,4,4,3,4,5,2,2,4,1,2,5,5,1,Procrastination,Very Often,4,2,Synthetic
9/6/2026 6:26:58,"Yes, I agree to participate.",Above 25,Female,Other,BSc Nursing,1st Year,3.5–4.0,3–4,81–90%,3,More than 6,7–8,3–4 hours,1–2 days/week,No,3–5 hours,3,2,2,2,3,5,5,2,4,3,1,2,4,Project submission deadlines clashing with exams,Never,4,3,Synthetic
9/6/2026 11:24:37,"Yes, I agree to participate.",23-25,Male,Rajarshi Janak University,BBS,3rd Year,3.5–4.0,3–4,Above 90%,4,1-2,5–6,1–2 hours,1–2 days/week,Yes,6–8 hours,4,4,5,4,4,2,2,4,3,1,5,4,2,Pressure to become a doctor/engineer like my family expects,Often,3,3,Synthetic
9/6/2026 12:17:18,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BCA,1st Year,Not Available Yet,5–6,Above 90%,5,1-2,Less than 5,5–6 hours,1–2 days/week,No,6–8 hours,5,1,4,4,4,1,2,5,2,2,5,5,2,"Not able to focus because of phone, financial pressure because my family struggles to pay tuition",Often,3,2,Synthetic
9/6/2026 13:29:14,"Yes, I agree to participate.",20-22,Female,Rajarshi Janak University,Agriculture,2nd Year,2.5–2.99,Less than 1,60–70%,3,More than 6,7–8,1–2 hours,1–2 days/week,No,Less than 3 hours,5,5,3,3,4,3,4,4,3,2,1,4,3,Yes,Sometimes,3,3,Synthetic
9/6/2026 15:00:41,"Yes, I agree to participate.",20-22,Female,Kathmandu University,BSc Nursing,4th Year,3.5–4.0,1–2,71–80%,2,More than 6,7–8,Less than 1 hour,3–4 days/week,No,Less than 3 hours,3,4,2,1,2,5,4,3,4,5,2,1,5,Multiple assignments ,Rarely,3,5,Synthetic
9/6/2026 15:23:58,"Yes, I agree to participate.",23-25,Male,Other,MBBS,2nd Year,2.5–2.99,3–4,Above 90%,3,3-4,5–6,5–6 hours,Never,No,More than 8 hours,4,2,3,3,4,2,3,4,3,3,2,3,3,Financial ,Sometimes,2,2,Synthetic
9/6/2026 15:28:45,"Yes, I agree to participate.",23-25,Female,Purbanchal University,BSc Nursing,3rd Year,Not Available Yet,5–6,Above 90%,3,1-2,5–6,5–6 hours,1–2 days/week,No,More than 8 hours,3,2,5,4,5,2,3,4,2,2,4,4,3,Unsure about future after graduation,Sometimes,4,3,Synthetic
9/6/2026 18:04:17,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,BSc CSIT,3rd Year,3.0–3.49,3–4,60–70%,4,5-6,7–8,3–4 hours,1–2 days/week,No,More than 8 hours,2,3,3,4,3,2,5,4,4,3,2,4,3,"Internal assessments and assignments piling up together, semester project with weak team members",Rarely,4,4,Synthetic
9/6/2026 20:08:21,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BDS,3rd Year,3.5–4.0,5–6,60–70%,1,3-4,5–6,3–4 hours,Daily,Yes,6–8 hours,3,5,1,1,1,5,5,3,5,5,1,1,4,Job ,Never,1,4,Synthetic
9/6/2026 20:52:39,"Yes, I agree to participate.",23-25,Female,Pokhara University,BHM,2nd Year,2.5–2.99,1–2,60–70%,2,3-4,7–8,1–2 hours,Never,No,6–8 hours,3,4,1,1,2,5,5,1,5,5,2,1,4,Financial ,Often,1,2,Synthetic
9/6/2026 23:43:59,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,3rd Year,3.0–3.49,1–2,60–70%,4,5-6,5–6,5–6 hours,Never,No,More than 8 hours,4,1,5,3,5,2,2,5,1,1,5,4,3,Capstone projects.,Very Often,5,2,Synthetic
9/7/2026 4:09:20,"Yes, I agree to participate.",20-22,Prefer not to say,Other,MBBS,2nd Year,3.0–3.49,5–6,Above 90%,4,5-6,5–6,1–2 hours,Never,No,3–5 hours,2,2,3,4,5,2,2,4,1,2,4,5,2,Too many assignments and lab reports with the same deadline,Sometimes,3,3,Synthetic
9/7/2026 4:35:29,"Yes, I agree to participate.",23-25,Female,Pokhara University,BCA,4th Year,2.5–2.99,1–2,60–70%,2,3-4,5–6,3–4 hours,Never,No,6–8 hours,2,3,2,3,2,3,4,3,3,4,2,2,3,Study management,Never,4,4,Synthetic
9/7/2026 6:38:08,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,BSc CSIT,3rd Year,3.0–3.49,1–2,71–80%,5,1-2,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,4,2,4,3,3,3,4,3,1,3,3,3,2,Assignments because multiple deadlines occur at the same time,Sometimes,3,4,Synthetic
9/7/2026 9:23:24,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc Nursing,2nd Year,2.5–2.99,1–2,71–80%,4,5-6,5–6,3–4 hours,3–4 days/week,No,6–8 hours,3,2,3,2,5,3,3,3,3,2,4,3,3,Exams ,Sometimes,4,3,Synthetic
9/7/2026 9:34:35,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,4th Year,2.5–2.99,1–2,60–70%,3,3-4,7–8,1–2 hours,3–4 days/week,Yes,6–8 hours,1,2,3,2,3,3,3,3,4,4,3,3,2,Future career,Sometimes,4,3,Synthetic
9/7/2026 12:04:59,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,4th Year,2.5–2.99,Less than 1,71–80%,4,3-4,5–6,Less than 1 hour,1–2 days/week,No,Less than 3 hours,4,3,4,4,4,3,2,5,3,2,3,4,2,Job market is competitive and many seniors are still unemployed,Often,4,3,Synthetic
9/7/2026 12:42:59,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,3–4,71–80%,4,1-2,5–6,3–4 hours,Never,Yes,More than 8 hours,3,1,3,3,4,3,1,5,3,1,5,4,3,Project submission deadlines clashing with exams,Often,4,3,Synthetic
9/7/2026 16:59:21,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc Nursing,3rd Year,3.5–4.0,5–6,71–80%,3,3-4,5–6,1–2 hours,3–4 days/week,No,More than 8 hours,3,3,3,4,4,3,3,3,4,4,3,2,2,Deadlines,Often,2,4,Synthetic
9/7/2026 18:12:58,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc CSIT,3rd Year,3.0–3.49,1–2,60–70%,4,3-4,Less than 5,More than 6 hours,3–4 days/week,Yes,More than 8 hours,4,3,4,4,3,3,2,3,2,3,4,4,2,Future career concerns because I am unsure about job opportunities,Sometimes,3,5,Synthetic
9/7/2026 20:42:57,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,MBBS,2nd Year,3.0–3.49,1–2,71–80%,4,More than 6,7–8,3–4 hours,Never,No,More than 8 hours,4,2,3,3,4,2,2,4,2,2,4,5,3,Project submission deadlines clashing with exams,Often,3,3,Synthetic
9/7/2026 22:31:47,"Yes, I agree to participate.",17-19,Male,Tribhuvan University,BIM,4th Year,Not Available Yet,5–6,Above 90%,1,1-2,Less than 5,Less than 1 hour,Never,No,3–5 hours,3,5,1,2,1,4,5,1,5,5,1,1,4,Internal assessments and assignments piling up together,Rarely,4,5,Synthetic
